TERA_HUMAN	1328070.ENSPSMP00000007311	100	0.0	1578
TBB4B_HUMAN	51338.ENSCCNP00000002643	100	0.0	895
DYL1_HUMAN	391180.A0A2Y9KNM4	100	1.62e-59	184
COIA1_HUMAN	9606.ENSP00000352798	100	0.0	2162
ITIH4_HUMAN	9606.ENSP00000266041	100	0.0	1814
TPM4_HUMAN	9606.ENSP00000494125	100	2.05e-27	115
H37_HUMAN	9606.ENSP00000499501	100	4.21e-84	250
MDHM_HUMAN	9606.ENSP00000327070	100	3.07e-236	651
THIO_HUMAN	9606.ENSP00000363641	100	1.60e-71	216
ITA6_HUMAN	60711.ENSCSAP00000010866	98.1	0.0	2114
DPYL3_HUMAN	9606.ENSP00000343690	100	0.0	1368
PDIA1_HUMAN	9606.ENSP00000327801	100	0.0	993
VAT1_HUMAN	9606.ENSP00000347872	100	1.83e-258	712
MAP4_HUMAN	9606.ENSP00000353375	100	0.0	1356
PGAM1_HUMAN	51338.ENSCCNP00000020621	100	1.07e-187	521
ACTH_HUMAN	9940.ENSOARP00000012979	100	1.11e-280	767
IC1_HUMAN	9606.ENSP00000278407	100	8.06e-314	861
CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	8364.ENSXETP00000002778	100	1.49e-65	204
AKA12_HUMAN	9606.ENSP00000384537	100	0.0	2973
LEG3_HUMAN	9606.ENSP00000254301	100	3.99e-140	401
MMP9_HUMAN	9606.ENSP00000361405	100	0.0	1410
THRB_HUMAN	9606.ENSP00000308541	100	0.0	1300
LAMC1_HUMAN	9606.ENSP00000258341	100	0.0	2722
S10AA_HUMAN	9940.ENSOARP00000022651	100	5.58e-66	201
MDHC_HUMAN	9601.ENSPPYP00000013797	99.1	1.52e-234	647
APOE_HUMAN	9606.ENSP00000252486	100	9.15e-118	350
IQGA1_HUMAN	9606.ENSP00000268182	100	0.0	3013
WDR1_HUMAN	9606.ENSP00000427687	100	0.0	1157
MYO1C_HUMAN	9606.ENSP00000496954	100	0.0	2021
NDKA_HUMAN	9606.ENSP00000337060	100	3.93e-109	315
C4BPA_HUMAN	9606.ENSP00000356037	100	0.0	1290
CALX_HUMAN	9606.ENSP00000247461	100	5.60e-312	864
UBA1_HUMAN	9606.ENSP00000338413	100	0.0	2117
PDIA3_HUMAN	9606.ENSP00000300289	100	0.0	1011
A1AG2_HUMAN	9606.ENSP00000394936	100	1.42e-143	405
HRG_HUMAN	9606.ENSP00000232003	100	0.0	956
GTR1_HUMAN	9606.ENSP00000416293	100	0.0	946
UTRN_HUMAN	9606.ENSP00000356515	100	0.0	6501
TCPE_HUMAN	61622.ENSRROP00000032158	100	0.0	1046
RS27A_HUMAN	8364.ENSXETP00000003885	100	1.24e-106	308
MYPR_HUMAN	391180.A0A2Y9L2T8	100	1.26e-202	561
LYSC_HUMAN	9606.ENSP00000261267	100	9.65e-107	308
CAMP_HUMAN	9606.ENSP00000296435	100	1.45e-117	337
NGAL_HUMAN	9606.ENSP00000362108	100	1.13e-143	405
DDAH1_HUMAN	61622.ENSRROP00000002453	100	6.72e-202	560
ENPL_HUMAN	9606.ENSP00000299767	100	0.0	1447
TBB2A_HUMAN	9749.A0A2Y9PG91	100	0.0	893
HMGB1_HUMAN	9999.ENSUPAP00010000606	99.4	1.60e-117	340
ZA2G_HUMAN	9606.ENSP00000292401	100	7.15e-224	617
S10AB_HUMAN	9606.ENSP00000271638	100	1.08e-69	211
6PGD_HUMAN	9606.ENSP00000270776	100	0.0	972
MYL9_HUMAN	391180.A0A2Y9ILT1	100	1.59e-119	342
EF2_HUMAN	9606.ENSP00000307940	100	0.0	1714
CPSF5_HUMAN	9940.ENSOARP00000019818	100	1.85e-170	476
HS71L_HUMAN	9606.ENSP00000364805	100	0.0	1247
SBP1_HUMAN	9606.ENSP00000397261	100	0.0	1075
SAP_HUMAN	9606.ENSP00000378394	100	0.0	1071
DEST_HUMAN	391180.A0A2Y9ILX1	100	5.18e-117	335
COR1A_HUMAN	9606.ENSP00000219150	100	3.26e-307	841
NID1_HUMAN	9606.ENSP00000264187	100	0.0	2321
A0A2R8Y5V9_HUMAN	9713.A0A2U3Z5M2	100	1.42e-42	153
GNAI2_HUMAN	61622.ENSRROP00000009860	100	2.24e-258	709
H10_HUMAN	9555.ENSPANP00000000158	100	3.61e-76	234
SYUG_HUMAN	9606.ENSP00000361087	100	1.69e-35	126
TENS1_HUMAN	591936.ENSPTEP00000042073	98.3	0.0	3371
1433F_HUMAN	9555.ENSPANP00000013188	100	1.05e-165	465
ITAM_HUMAN	9606.ENSP00000496959	99.9	0.0	2274
STOM_HUMAN	9606.ENSP00000286713	100	5.04e-194	540
GDIR1_HUMAN	61622.ENSRROP00000021161	100	1.03e-142	404
FSCN1_HUMAN	9606.ENSP00000371798	100	0.0	1006
A0A0A0MSA4_HUMAN	9544.ENSMMUP00000067439	70.0	0.0	1532
ANGT_HUMAN	9606.ENSP00000355627	100	0.0	939
HS12A_HUMAN	9606.ENSP00000489674	100	0.0	1321
LAMB2_HUMAN	9606.ENSP00000307156	100	0.0	3301
AATM_HUMAN	9606.ENSP00000245206	100	0.0	878
TRYB2_HUMAN	9606.ENSP00000482743	100	5.38e-212	585
AFAM_HUMAN	9606.ENSP00000226355	100	0.0	1227
NB5R3_HUMAN	9606.ENSP00000354468	98.7	8.49e-221	610
CH60_HUMAN	9606.ENSP00000340019	100	0.0	1070
ECHA_HUMAN	9606.ENSP00000370023	100	0.0	1485
GDIR2_HUMAN	9606.ENSP00000228945	100	2.02e-143	405
ITB1_HUMAN	9606.ENSP00000379350	100	0.0	1543
APOC3_HUMAN	9606.ENSP00000227667	100	5.77e-51	163
ROA2_HUMAN	9940.ENSOARP00000010866	100	1.94e-203	570
SAMH1_HUMAN	9606.ENSP00000493536	100	0.0	1284
NCAM1_HUMAN	9565.ENSTGEP00000024014	98.7	0.0	1603
HNRPK_HUMAN	9305.ENSSHAP00000020168	100	9.40e-310	846
TSP1_HUMAN	9606.ENSP00000260356	100	0.0	2090
AT1A1_HUMAN	60711.ENSCSAP00000016336	99.7	0.0	2015
RTN4_HUMAN	9606.ENSP00000337838	100	0.0	2085
RAP1A_HUMAN	9940.ENSOARP00000021086	100	3.98e-128	365
GSTO1_HUMAN	9606.ENSP00000358727	100	3.72e-177	494
TENA_HUMAN	9606.ENSP00000265131	100	0.0	3407
AMBP_HUMAN	9606.ENSP00000265132	100	2.09e-266	729
MUC18_HUMAN	9606.ENSP00000264036	100	0.0	1194
SODC_HUMAN	9606.ENSP00000270142	100	6.70e-110	317
MARCS_HUMAN	9606.ENSP00000478061	100	8.77e-71	231
PYGL_HUMAN	9606.ENSP00000216392	100	0.0	1700
DAG1_HUMAN	9606.ENSP00000442600	100	0.0	1591
ARLY_HUMAN	9606.ENSP00000307188	100	0.0	918
IF5A1_HUMAN	391180.A0A2Y9L2L7	100	4.36e-106	307
IGLC7_HUMAN	9601.ENSPPYP00000012957	93.4	2.04e-64	198
CADM4_HUMAN	9531.ENSCATP00000017501	100	1.03e-282	773
A0A2R8Y7X9_HUMAN	9606.ENSP00000496470	100	1.34e-100	294
PEDF_HUMAN	9606.ENSP00000254722	100	1.85e-298	815
LAMB1_HUMAN	9606.ENSP00000222399	100	0.0	3276
PRDX5_HUMAN	9606.ENSP00000265462	100	4.88e-146	413
CO5_HUMAN	9606.ENSP00000223642	100	0.0	3329
TLN2_HUMAN	9606.ENSP00000453508	100	0.0	4558
PSME1_HUMAN	9601.ENSPPYP00000006462	100	3.80e-149	424
ITB2_HUMAN	9606.ENSP00000380948	100	0.0	1534
LMNB2_HUMAN	9606.ENSP00000327054	100	9.57e-299	833
FABP5_HUMAN	9606.ENSP00000297258	100	8.22e-95	277
GANAB_HUMAN	9606.ENSP00000340466	100	0.0	1981
CALR_HUMAN	9606.ENSP00000320866	100	1.05e-216	608
A0A4W8ZXM2_HUMAN	9606.ENSP00000480035	100	1.34e-68	208
DHE3_HUMAN	9606.ENSP00000277865	100	0.0	1121
A0A0A0MQS9_HUMAN;A0A0A0MTC7_HUMAN	9606.ENSP00000230538	100	0.0	3593
F13A_HUMAN	9606.ENSP00000264870	100	0.0	1499
ENOG_HUMAN	9606.ENSP00000437402	100	4.91e-316	861
RHOA_HUMAN	9940.ENSOARP00000014865	100	4.80e-138	391
AHNK2_HUMAN	9606.ENSP00000353114	100	0.0	6796
CO9_HUMAN	9606.ENSP00000263408	100	0.0	1135
NEST_HUMAN	9606.ENSP00000357206	100	0.0	2365
APEX1_HUMAN	9606.ENSP00000216714	100	7.86e-238	654
SAHH_HUMAN	9606.ENSP00000217426	100	0.0	880
PPIB_HUMAN	61622.ENSRROP00000023338	100	1.64e-154	434
HSP74_HUMAN	9606.ENSP00000302961	100	0.0	1546
H15_HUMAN	9606.ENSP00000330074	100	3.31e-85	260
A0A1W2PNV4_HUMAN	9606.ENSP00000491073	100	0.0	1286
COFA1_HUMAN	9606.ENSP00000364140	100	0.0	1696
HEM2_HUMAN	9606.ENSP00000386284	100	3.10e-241	663
ARP3_HUMAN	391180.A0A2Y9IT77	100	1.02e-315	859
CAVN3_HUMAN	9606.ENSP00000307292	100	1.71e-151	431
HXK1_HUMAN	9601.ENSPPYP00000002765	99.2	0.0	1811
FBLN1_HUMAN	9606.ENSP00000331544	100	2.40e-293	826
RAC2_HUMAN	9555.ENSPANP00000013265	100	3.80e-139	394
LRP1_HUMAN	9606.ENSP00000243077	100	0.0	6945
STIP1_HUMAN	9601.ENSPPYP00000003602	100	0.0	1033
GBB4_HUMAN	9940.ENSOARP00000022245	98.8	4.46e-191	537
A0A994J3H1_HUMAN	9713.A0A2U3YU92	93.5	3.21e-125	383
ADT2_HUMAN	9606.ENSP00000360671	100	2.47e-215	595
RINI_HUMAN	9606.ENSP00000433999	100	0.0	919
COCA1_HUMAN	9606.ENSP00000325146	100	0.0	5475
CDC42_HUMAN	61622.ENSRROP00000035347	100	4.81e-137	388
ANXA4_HUMAN	9606.ENSP00000377833	100	6.83e-224	619
CH10_HUMAN	9940.ENSOARP00000018262	100	1.14e-65	201
HXK3_HUMAN	9606.ENSP00000292432	100	0.0	1796
SEPT2_HUMAN	60711.ENSCSAP00000002081	100	1.23e-249	687
GSTM3_HUMAN	9606.ENSP00000354357	100	1.52e-168	471
RAB7A_HUMAN	391180.A0A2Y9KTH3	100	7.00e-147	414
GBG2_HUMAN	9940.ENSOARP00000022249	100	2.26e-42	139
FAHD1_HUMAN	9597.ENSPPAP00000018298	99.5	7.47e-161	451
ADIRF_HUMAN	61622.ENSRROP00000014468	100	1.47e-13	67.4
1433G_HUMAN	391180.A0A2Y9J9E9	100	4.12e-168	471
FERM2_HUMAN	9913.ENSBTAP00000019278	99.9	0.0	1372
CAPZB_HUMAN	29088.A0A2Y9GKN2	100	4.36e-196	544
CAN1_HUMAN	9606.ENSP00000431984	100	0.0	1452
LASP1_HUMAN	9606.ENSP00000325240	100	6.40e-163	459
FABP4_HUMAN	9606.ENSP00000256104	100	1.01e-89	264
MNDA_HUMAN	9606.ENSP00000357123	100	7.54e-281	770
HINT1_HUMAN	9606.ENSP00000304229	100	1.52e-88	260
ECHB_HUMAN	9606.ENSP00000325136	100	0.0	921
ILK_HUMAN	591936.ENSPTEP00000042758	100	9.04e-282	776
NB5R2_HUMAN	9606.ENSP00000437041	100	3.62e-206	570
GRP75_HUMAN	9606.ENSP00000297185	100	0.0	1290
ADHX_HUMAN	9606.ENSP00000296412	100	5.04e-276	755
PLIN4_HUMAN	9606.ENSP00000488481	100	1.04e-175	568
KCRB_HUMAN	9606.ENSP00000299198	100	3.75e-286	781
SYUA_HUMAN	61622.ENSRROP00000019194	80.0	4.06e-14	72.0
ACLY_HUMAN	9606.ENSP00000466259	100	0.0	2197
PEPL_HUMAN	9606.ENSP00000340510	100	0.0	3071
HSP76_HUMAN	9606.ENSP00000310219	100	0.0	1249
CD59_HUMAN	9606.ENSP00000498879	100	3.42e-95	277
HS90B_HUMAN	9606.ENSP00000360609	100	0.0	1317
ANX11_HUMAN	9606.ENSP00000398610	100	8.07e-305	839
BPI_HUMAN	9606.ENSP00000262865	100	0.0	958
ALDOC_HUMAN	9606.ENSP00000378731	100	1.26e-264	725
KAP2_HUMAN	9606.ENSP00000265563	100	1.35e-277	761
1433B_HUMAN	61622.ENSRROP00000015558	100	1.28e-166	468
GBB1_HUMAN	391180.A0A2Y9KA58	100	1.61e-200	561
ACON_HUMAN	9606.ENSP00000216254	100	0.0	1588
VWF_HUMAN	9606.ENSP00000261405	100	0.0	5849
SEPT7_HUMAN	391180.A0A2Y9JE47	100	1.23e-292	802
G6PD_HUMAN	9593.ENSGGOP00000004794	99.8	0.0	1147
CSPG4_HUMAN	9606.ENSP00000312506	100	0.0	4544
ARPC2_HUMAN	391180.A0A2Y9IZE5	100	1.17e-214	593
ACBP_HUMAN	9606.ENSP00000486361	100	8.92e-103	298
NUCL_HUMAN	9606.ENSP00000318195	100	9.30e-309	866
TCPQ_HUMAN	9606.ENSP00000286788	100	0.0	1077
CO3A1_HUMAN	9606.ENSP00000304408	100	6.65e-178	579
GNAS1_HUMAN;GNAS2_HUMAN	9999.ENSUPAP00010015539	100	5.76e-283	774
RAN_HUMAN	9940.ENSOARP00000011485	100	1.71e-156	439
ALDH2_HUMAN	9606.ENSP00000261733	100	0.0	1039
PNPH_HUMAN	9606.ENSP00000354532	100	2.37e-213	589
BCAM_HUMAN	9606.ENSP00000270233	100	0.0	1212
EPB42_HUMAN	9606.ENSP00000497777	100	0.0	1386
CATD_HUMAN	9606.ENSP00000236671	100	1.26e-302	825
FAS_HUMAN	9606.ENSP00000304592	100	0.0	4982
PLST_HUMAN	591936.ENSPTEP00000027226	100	0.0	1265
PCBP1_HUMAN	9940.ENSOARP00000020962	100	7.44e-253	695
GDIA_HUMAN	9606.ENSP00000394071	100	0.0	902
PSA_HUMAN	9606.ENSP00000320324	100	0.0	1823
HYEP_HUMAN	9606.ENSP00000480004	100	0.0	948
PRKDC_HUMAN	9606.ENSP00000313420	100	0.0	8150
CYTB_HUMAN	9606.ENSP00000291568	100	4.07e-64	196
SH3L1_HUMAN	9555.ENSPANP00000000765	100	1.17e-75	227
LKHA4_HUMAN	9606.ENSP00000228740	100	0.0	1238
A0A8I5KW61_HUMAN	9606.ENSP00000296028	96.1	2.84e-79	240
ABCA8_HUMAN	9606.ENSP00000467271	100	0.0	3159
CTNA1_HUMAN	9606.ENSP00000304669	100	0.0	1684
PYGB_HUMAN	9606.ENSP00000216962	100	0.0	1711
PSB1_HUMAN	9606.ENSP00000262193	100	2.82e-172	481
ADDA_HUMAN	9601.ENSPPYP00000016255	99.7	0.0	1236
BCAS1_HUMAN	9598.ENSPTRP00000090999	93.8	0.0	1133
SRBS1_HUMAN	9606.ENSP00000360293	94.1	0.0	2289
MK01_HUMAN	391180.A0A2Y9IWM6	100	3.91e-266	729
DDAH2_HUMAN	9606.ENSP00000364949	100	2.01e-203	564
SORCN_HUMAN	9606.ENSP00000265729	100	1.95e-144	407
LGUL_HUMAN	9606.ENSP00000362463	100	9.42e-136	384
